country,year_survey,quantile,nb_quantiles,income,pop,gdpppp
ARG,2008,25,100,2292.8467,0.39876116,13220.0
ARG,2008,26,100,2363.1096,0.39876116,13220.0
ARG,2008,27,100,2429.5596,0.39876116,13220.0
ARG,2008,28,100,2497.3577,0.39876116,13220.0
ARG,2008,29,100,2566.5305,0.39876116,13220.0
ARG,2008,30,100,2637.7153,0.39876116,13220.0
ARG,2008,31,100,2692.171,0.39876116,13220.0
ARG,2008,32,100,2746.051,0.39876116,13220.0
ARG,2008,33,100,2820.2788,0.39876116,13220.0
ARG,2008,34,100,2897.1238,0.39876116,13220.0
ARG,2008,35,100,2967.7244,0.39876116,13220.0
ARG,2008,36,100,3035.254000000001,0.39876116,13220.0
ARG,2008,37,100,3097.5535,0.39876116,13220.0
ARG,2008,38,100,3184.9153,0.39876116,13220.0
ARG,2008,39,100,3282.9697,0.39876116,13220.0
ARG,2008,40,100,3321.3784,0.39876116,13220.0
ARG,2008,41,100,3405.5334,0.39876116,13220.0
ARG,2008,42,100,3458.2698,0.39876116,13220.0
ARG,2008,43,100,3576.3364,0.39876116,13220.0
ARG,2008,44,100,3653.484,0.39876116,13220.0
ARG,2008,45,100,3742.366,0.39876116,13220.0
ARG,2008,46,100,3834.9336,0.39876116,13220.0
ARG,2008,47,100,3937.5852,0.39876116,13220.0
ARG,2008,48,100,3983.421,0.39876116,13220.0
ARG,2008,49,100,4081.0247,0.39876116,13220.0
ARG,2008,50,100,4132.6655,0.39876116,13220.0
ARG,2008,51,100,4236.1157,0.39876116,13220.0
ARG,2008,52,100,4321.946,0.39876116,13220.0
ARG,2008,53,100,4410.517,0.39876116,13220.0
ARG,2008,54,100,4509.2407,0.39876116,13220.0
ARG,2008,55,100,4603.4473,0.39876116,13220.0
ARG,2008,56,100,4687.6504,0.39876116,13220.0
ARG,2008,57,100,4787.1006,0.39876116,13220.0
ARG,2008,58,100,4900.4614,0.39876116,13220.0
ARG,2008,59,100,4983.294,0.39876116,13220.0
ARG,2008,60,100,5099.2793,0.39876116,13220.0
ARG,2008,61,100,5205.6445,0.39876116,13220.0
ARG,2008,62,100,5313.511,0.39876116,13220.0
ARG,2008,63,100,5458.491,0.39876116,13220.0
ARG,2008,64,100,5567.0547,0.39876116,13220.0
ARG,2008,65,100,5703.41,0.39876116,13220.0
ARG,2008,66,100,5849.013000000001,0.39876116,13220.0
ARG,2008,67,100,5982.9033,0.39876116,13220.0
ARG,2008,68,100,6137.5234,0.39876116,13220.0
ARG,2008,69,100,6282.3105,0.39876116,13220.0
ARG,2008,70,100,6448.2114,0.39876116,13220.0
ARG,2008,71,100,6600.3413,0.39876116,13220.0
ARG,2008,72,100,6696.6587,0.39876116,13220.0
ARG,2008,73,100,6826.522,0.39876116,13220.0
ARG,2008,74,100,6995.557,0.39876116,13220.0
ARG,2008,75,100,7202.156,0.39876116,13220.0
ARG,2008,76,100,7416.6777,0.39876116,13220.0
ARG,2008,77,100,7625.8706,0.39876116,13220.0
ARG,2008,78,100,7869.0835,0.39876116,13220.0
ARG,2008,79,100,8084.654,0.39876116,13220.0
ARG,2008,80,100,8273.657,0.39876116,13220.0
ARG,2008,81,100,8522.606,0.39876116,13220.0
ARG,2008,82,100,8771.192,0.39876116,13220.0
ARG,2008,83,100,9024.021,0.39876116,13220.0
ARG,2008,84,100,9286.609,0.39876116,13220.0
ARG,2008,85,100,9666.155,0.39876116,13220.0
ARG,2008,86,100,10008.863,0.39876116,13220.0
ARG,2008,87,100,10313.333,0.39876116,13220.0
ARG,2008,88,100,10734.454,0.39876116,13220.0
ARG,2008,89,100,11133.899,0.39876116,13220.0
ARG,2008,90,100,11605.032,0.39876116,13220.0
ARG,2008,91,100,12110.668,0.39876116,13220.0
ARG,2008,92,100,12821.353,0.39876116,13220.0
ARG,2008,93,100,13450.862,0.39876116,13220.0
ARG,2008,94,100,14296.399,0.39876116,13220.0
ARG,2008,95,100,15406.059,0.39876116,13220.0
ARG,2008,96,100,16618.873,0.39876116,13220.0
ARG,2008,97,100,18226.73,0.39876116,13220.0
ARG,2008,98,100,20528.305,0.39876116,13220.0
ARG,2008,99,100,24444.95,0.39876116,13220.0
ARG,2008,100,100,43669.242,0.39876116,13220.0
ARM,2008,1,100,366.6178,0.0307,5611.0
ARM,2008,2,100,535.32733,0.0307,5611.0
ARM,2008,3,100,611.6456,0.0307,5611.0
ARM,2008,4,100,658.3394,0.0307,5611.0
ARM,2008,5,100,690.8471,0.0307,5611.0
ARM,2008,6,100,721.91,0.0307,5611.0
ARM,2008,7,100,753.8348,0.0307,5611.0
ARM,2008,8,100,784.914,0.0307,5611.0
ARM,2008,9,100,809.0876,0.0307,5611.0
ARM,2008,10,100,830.59094,0.0307,5611.0
ARM,2008,11,100,852.4589,0.0307,5611.0
ARM,2008,12,100,868.94116,0.0307,5611.0
ARM,2008,13,100,885.39276,0.0307,5611.0
ARM,2008,14,100,901.40045,0.0307,5611.0
ARM,2008,15,100,916.8185,0.0307,5611.0
ARM,2008,16,100,930.39844,0.0307,5611.0
ARM,2008,17,100,944.1479,0.0307,5611.0
ARM,2008,18,100,960.3194599999999,0.0307,5611.0
ARM,2008,19,100,973.6211,0.0307,5611.0
ARM,2008,20,100,985.9384,0.0307,5611.0
ARM,2008,21,100,1001.25635,0.0307,5611.0
ARM,2008,22,100,1015.4506,0.0307,5611.0
ARM,2008,23,100,1032.477,0.0307,5611.0
ARM,2008,24,100,1045.7046,0.0307,5611.0
ARM,2008,25,100,1057.7776,0.0307,5611.0
ARM,2008,26,100,1069.1831,0.0307,5611.0
ARM,2008,27,100,1081.0719,0.0307,5611.0
ARM,2008,28,100,1092.8855,0.0307,5611.0
ARM,2008,29,100,1108.2437,0.0307,5611.0
ARM,2008,30,100,1120.6235,0.0307,5611.0
ARM,2008,31,100,1133.1283,0.0307,5611.0
ARM,2008,32,100,1146.9109,0.0307,5611.0
ARM,2008,33,100,1162.6599,0.0307,5611.0
ARM,2008,34,100,1178.236,0.0307,5611.0
ARM,2008,35,100,1193.8954,0.0307,5611.0
ARM,2008,36,100,1208.1305,0.0307,5611.0
ARM,2008,37,100,1223.5303,0.0307,5611.0
ARM,2008,38,100,1238.8951,0.0307,5611.0
ARM,2008,39,100,1253.8859,0.0307,5611.0
ARM,2008,40,100,1268.9225,0.0307,5611.0
ARM,2008,41,100,1281.8394,0.0307,5611.0
ARM,2008,42,100,1296.4242,0.0307,5611.0
ARM,2008,43,100,1314.5457,0.0307,5611.0
ARM,2008,44,100,1327.7771,0.0307,5611.0
ARM,2008,45,100,1342.8373,0.0307,5611.0
ARM,2008,46,100,1359.8248,0.0307,5611.0
ARM,2008,47,100,1377.7891,0.0307,5611.0
ARM,2008,48,100,1394.5028,0.0307,5611.0
ARM,2008,49,100,1411.0984,0.0307,5611.0
ARM,2008,50,100,1428.1554,0.0307,5611.0
ARM,2008,51,100,1446.4796,0.0307,5611.0
ARM,2008,52,100,1462.5804,0.0307,5611.0
ARM,2008,53,100,1478.4479,0.0307,5611.0
ARM,2008,54,100,1492.0929,0.0307,5611.0
ARM,2008,55,100,1508.306,0.0307,5611.0
ARM,2008,56,100,1524.2128,0.0307,5611.0
ARM,2008,57,100,1544.3384,0.0307,5611.0
ARM,2008,58,100,1561.2284,0.0307,5611.0
ARM,2008,59,100,1579.2787,0.0307,5611.0
ARM,2008,60,100,1597.0527,0.0307,5611.0
ARM,2008,61,100,1615.3346,0.0307,5611.0
ARM,2008,62,100,1629.283,0.0307,5611.0
ARM,2008,63,100,1646.6173,0.0307,5611.0
ARM,2008,64,100,1664.7320000000002,0.0307,5611.0
ARM,2008,65,100,1686.3934,0.0307,5611.0
ARM,2008,66,100,1709.094,0.0307,5611.0
ARM,2008,67,100,1730.8502,0.0307,5611.0
ARM,2008,68,100,1750.0732,0.0307,5611.0
ARM,2008,69,100,1777.7485,0.0307,5611.0
ARM,2008,70,100,1803.7054,0.0307,5611.0
ARM,2008,71,100,1826.0278,0.0307,5611.0
ARM,2008,72,100,1852.229,0.0307,5611.0
ARM,2008,73,100,1879.5952,0.0307,5611.0
ARM,2008,74,100,1906.9038,0.0307,5611.0
ARM,2008,75,100,1932.2344,0.0307,5611.0
ARM,2008,76,100,1960.7899,0.0307,5611.0
ARM,2008,77,100,1994.7466,0.0307,5611.0
ARM,2008,78,100,2029.332,0.0307,5611.0
ARM,2008,79,100,2065.607,0.0307,5611.0
ARM,2008,80,100,2098.375,0.0307,5611.0
ARM,2008,81,100,2132.9453,0.0307,5611.0
ARM,2008,82,100,2169.0327,0.0307,5611.0
ARM,2008,83,100,2215.1067,0.0307,5611.0
ARM,2008,84,100,2258.8452,0.0307,5611.0
ARM,2008,85,100,2302.0046,0.0307,5611.0
ARM,2008,86,100,2354.0588,0.0307,5611.0
ARM,2008,87,100,2404.2112,0.0307,5611.0
ARM,2008,88,100,2453.5447,0.0307,5611.0
ARM,2008,89,100,2512.8293,0.0307,5611.0
ARM,2008,90,100,2570.032,0.0307,5611.0
ARM,2008,91,100,2653.5796,0.0307,5611.0
ARM,2008,92,100,2738.5073,0.0307,5611.0
ARM,2008,93,100,2832.9912,0.0307,5611.0
ARM,2008,94,100,2932.5605,0.0307,5611.0
ARM,2008,95,100,3062.8557,0.0307,5611.0
ARM,2008,96,100,3229.5537,0.0307,5611.0
ARM,2008,97,100,3466.665,0.0307,5611.0
ARM,2008,98,100,3758.6018,0.0307,5611.0
ARM,2008,99,100,4320.2896,0.0307,5611.0
ARM,2008,100,100,6566.1590000000015,0.0307,5611.0
AUT,2008,1,100,2958.0764,0.0832000002,36193.0
AUT,2008,2,100,4893.4673,0.0832000002,36193.0
AUT,2008,3,100,5459.649,0.0832000002,36193.0
AUT,2008,4,100,5923.5854,0.0832000002,36193.0
AUT,2008,5,100,6380.278,0.0832000002,36193.0
AUT,2008,6,100,6779.2646,0.0832000002,36193.0
AUT,2008,7,100,7056.4434,0.0832000002,36193.0
AUT,2008,8,100,7316.1816,0.0832000002,36193.0
AUT,2008,9,100,7581.0547,0.0832000002,36193.0
AUT,2008,10,100,7759.3896,0.0832000002,36193.0
AUT,2008,11,100,7956.4214,0.0832000002,36193.0
AUT,2008,12,100,8176.272,0.0832000002,36193.0
AUT,2008,13,100,8415.03,0.0832000002,36193.0
AUT,2008,14,100,8623.799,0.0832000002,36193.0
AUT,2008,15,100,8814.575,0.0832000002,36193.0
AUT,2008,16,100,8990.363000000001,0.0832000002,36193.0
AUT,2008,17,100,9178.429,0.0832000002,36193.0
AUT,2008,18,100,9376.023,0.0832000002,36193.0
AUT,2008,19,100,9515.739,0.0832000002,36193.0
AUT,2008,20,100,9695.099,0.0832000002,36193.0
AUT,2008,21,100,9863.0205,0.0832000002,36193.0
AUT,2008,22,100,10055.017,0.0832000002,36193.0
AUT,2008,23,100,10259.746,0.0832000002,36193.0
AUT,2008,24,100,10496.359,0.0832000002,36193.0
AUT,2008,25,100,10554.084,0.0832000002,36193.0
AUT,2008,26,100,10697.8,0.0832000002,36193.0
AUT,2008,27,100,10856.462,0.0832000002,36193.0
AUT,2008,28,100,10975.0625,0.0832000002,36193.0
AUT,2008,29,100,11093.223999999998,0.0832000002,36193.0
AUT,2008,30,100,11224.961,0.0832000002,36193.0
AUT,2008,31,100,11336.454,0.0832000002,36193.0
AUT,2008,32,100,11480.446000000002,0.0832000002,36193.0
AUT,2008,33,100,11661.576,0.0832000002,36193.0
AUT,2008,34,100,11890.7,0.0832000002,36193.0
AUT,2008,35,100,12048.354,0.0832000002,36193.0
AUT,2008,36,100,12211.809,0.0832000002,36193.0
AUT,2008,37,100,12393.749,0.0832000002,36193.0
AUT,2008,38,100,12563.549,0.0832000002,36193.0
AUT,2008,39,100,12775.847,0.0832000002,36193.0
AUT,2008,40,100,12936.386,0.0832000002,36193.0
AUT,2008,41,100,13065.986,0.0832000002,36193.0
AUT,2008,42,100,13249.753,0.0832000002,36193.0
AUT,2008,43,100,13408.748,0.0832000002,36193.0
AUT,2008,44,100,13595.513,0.0832000002,36193.0
AUT,2008,45,100,13777.695,0.0832000002,36193.0
AUT,2008,46,100,13926.499,0.0832000002,36193.0
AUT,2008,47,100,14080.673,0.0832000002,36193.0
AUT,2008,48,100,14270.824,0.0832000002,36193.0
AUT,2008,49,100,14446.655,0.0832000002,36193.0
AUT,2008,50,100,14569.917,0.0832000002,36193.0
AUT,2008,51,100,14742.935,0.0832000002,36193.0
AUT,2008,52,100,14875.329,0.0832000002,36193.0
AUT,2008,53,100,15048.216,0.0832000002,36193.0
AUT,2008,54,100,15231.71,0.0832000002,36193.0
AUT,2008,55,100,15454.663,0.0832000002,36193.0
AUT,2008,56,100,15650.356000000002,0.0832000002,36193.0
AUT,2008,57,100,15792.675,0.0832000002,36193.0
AUT,2008,58,100,15951.31,0.0832000002,36193.0
AUT,2008,59,100,16162.755,0.0832000002,36193.0
AUT,2008,60,100,16372.482,0.0832000002,36193.0
AUT,2008,61,100,16581.996,0.0832000002,36193.0
AUT,2008,62,100,16798.281000000006,0.0832000002,36193.0
AUT,2008,63,100,17026.717,0.0832000002,36193.0
AUT,2008,64,100,17220.933999999994,0.0832000002,36193.0
AUT,2008,65,100,17363.371,0.0832000002,36193.0
AUT,2008,66,100,17499.843999999994,0.0832000002,36193.0
AUT,2008,67,100,17680.13,0.0832000002,36193.0
AUT,2008,68,100,17933.955,0.0832000002,36193.0
AUT,2008,69,100,18200.24,0.0832000002,36193.0
AUT,2008,70,100,18487.195,0.0832000002,36193.0
AUT,2008,71,100,18745.055,0.0832000002,36193.0
AUT,2008,72,100,19070.545,0.0832000002,36193.0
AUT,2008,73,100,19393.23,0.0832000002,36193.0
AUT,2008,74,100,19683.795,0.0832000002,36193.0
AUT,2008,75,100,19946.754,0.0832000002,36193.0
AUT,2008,76,100,20257.729,0.0832000002,36193.0
AUT,2008,77,100,20548.162,0.0832000002,36193.0
AUT,2008,78,100,20936.434,0.0832000002,36193.0
AUT,2008,79,100,21305.51,0.0832000002,36193.0
AUT,2008,80,100,21702.86,0.0832000002,36193.0
AUT,2008,81,100,22053.854,0.0832000002,36193.0
AUT,2008,82,100,22417.684,0.0832000002,36193.0
AUT,2008,83,100,22769.736,0.0832000002,36193.0
AUT,2008,84,100,23219.654,0.0832000002,36193.0
AUT,2008,85,100,23658.086,0.0832000002,36193.0
AUT,2008,86,100,24118.436,0.0832000002,36193.0
AUT,2008,87,100,24701.768,0.0832000002,36193.0
AUT,2008,88,100,25324.041,0.0832000002,36193.0
AUT,2008,89,100,26055.51,0.0832000002,36193.0
AUT,2008,90,100,26861.66,0.0832000002,36193.0
AUT,2008,91,100,27365.67,0.0832000002,36193.0
AUT,2008,92,100,28057.947,0.0832000002,36193.0
AUT,2008,93,100,29231.506,0.0832000002,36193.0
AUT,2008,94,100,30725.93,0.0832000002,36193.0
AUT,2008,95,100,32304.807,0.0832000002,36193.0
AUT,2008,96,100,33914.105,0.0832000002,36193.0
AUT,2008,97,100,36080.902,0.0832000002,36193.0
AUT,2008,98,100,39450.555,0.0832000002,36193.0
AUT,2008,99,100,44950.31200000001,0.0832000002,36193.0
AUT,2008,100,100,72216.68,0.0832000002,36193.0
AZE,2008,1,100,397.53983,0.086788,8101.0
AZE,2008,2,100,597.7732,0.086788,8101.0
AZE,2008,3,100,705.47003,0.086788,8101.0
AZE,2008,4,100,785.5261,0.086788,8101.0
AZE,2008,5,100,841.7524400000003,0.086788,8101.0
AZE,2008,6,100,889.26465,0.086788,8101.0
AZE,2008,7,100,932.3291,0.086788,8101.0
AZE,2008,8,100,966.5682,0.086788,8101.0
AZE,2008,9,100,1000.89575,0.086788,8101.0
AZE,2008,10,100,1030.9384,0.086788,8101.0
AZE,2008,11,100,1063.077,0.086788,8101.0
AZE,2008,12,100,1089.2882,0.086788,8101.0
AZE,2008,13,100,1109.0536,0.086788,8101.0
AZE,2008,14,100,1132.5004,0.086788,8101.0
AZE,2008,15,100,1157.472,0.086788,8101.0
AZE,2008,16,100,1183.8331,0.086788,8101.0
AZE,2008,17,100,1211.841,0.086788,8101.0
AZE,2008,18,100,1235.0409,0.086788,8101.0
AZE,2008,19,100,1263.6779,0.086788,8101.0
AZE,2008,20,100,1289.6282,0.086788,8101.0
AZE,2008,21,100,1312.7732,0.086788,8101.0
AZE,2008,22,100,1340.2343,0.086788,8101.0
AZE,2008,23,100,1360.6794,0.086788,8101.0
AZE,2008,24,100,1378.1614,0.086788,8101.0
AZE,2008,25,100,1398.6608,0.086788,8101.0
AZE,2008,26,100,1419.7888,0.086788,8101.0
AZE,2008,27,100,1443.7722,0.086788,8101.0
AZE,2008,28,100,1466.4355,0.086788,8101.0
AZE,2008,29,100,1482.9543,0.086788,8101.0
AZE,2008,30,100,1498.5485,0.086788,8101.0
AZE,2008,31,100,1518.4031,0.086788,8101.0
AZE,2008,32,100,1538.4147,0.086788,8101.0
AZE,2008,33,100,1562.2014,0.086788,8101.0
AZE,2008,34,100,1582.2411,0.086788,8101.0
AZE,2008,35,100,1600.9976,0.086788,8101.0
AZE,2008,36,100,1621.3514,0.086788,8101.0
AZE,2008,37,100,1642.4609,0.086788,8101.0
AZE,2008,38,100,1663.1589,0.086788,8101.0
AZE,2008,39,100,1678.1335,0.086788,8101.0
AZE,2008,40,100,1702.9662,0.086788,8101.0
AZE,2008,41,100,1730.6482,0.086788,8101.0
AZE,2008,42,100,1757.1052,0.086788,8101.0
AZE,2008,43,100,1781.6798,0.086788,8101.0
AZE,2008,44,100,1803.8955,0.086788,8101.0
AZE,2008,45,100,1824.9994,0.086788,8101.0
AZE,2008,46,100,1844.5889,0.086788,8101.0
AZE,2008,47,100,1866.9677,0.086788,8101.0
AZE,2008,48,100,1893.0414,0.086788,8101.0
AZE,2008,49,100,1913.9672,0.086788,8101.0
AZE,2008,50,100,1939.9401,0.086788,8101.0
AZE,2008,51,100,1964.559,0.086788,8101.0
AZE,2008,52,100,1986.8768,0.086788,8101.0
AZE,2008,53,100,2014.0219,0.086788,8101.0
AZE,2008,54,100,2041.649,0.086788,8101.0
AZE,2008,55,100,2071.6316,0.086788,8101.0
AZE,2008,56,100,2096.976,0.086788,8101.0
AZE,2008,57,100,2124.9045,0.086788,8101.0
AZE,2008,58,100,2149.6345,0.086788,8101.0
AZE,2008,59,100,2184.0146,0.086788,8101.0
AZE,2008,60,100,2216.6584,0.086788,8101.0
AZE,2008,61,100,2244.8586,0.086788,8101.0
AZE,2008,62,100,2276.6187,0.086788,8101.0
AZE,2008,63,100,2315.18,0.086788,8101.0
AZE,2008,64,100,2348.3252,0.086788,8101.0
AZE,2008,65,100,2380.6257,0.086788,8101.0
AZE,2008,66,100,2418.7363,0.086788,8101.0
AZE,2008,67,100,2453.511,0.086788,8101.0
AZE,2008,68,100,2489.0386,0.086788,8101.0
AZE,2008,69,100,2517.344,0.086788,8101.0
AZE,2008,70,100,2552.798,0.086788,8101.0
AZE,2008,71,100,2597.1643,0.086788,8101.0
AZE,2008,72,100,2635.1892,0.086788,8101.0
AZE,2008,73,100,2676.0115,0.086788,8101.0
AZE,2008,74,100,2729.739,0.086788,8101.0
AZE,2008,75,100,2773.526,0.086788,8101.0
AZE,2008,76,100,2829.882,0.086788,8101.0
AZE,2008,77,100,2884.8845,0.086788,8101.0
AZE,2008,78,100,2947.8445,0.086788,8101.0
AZE,2008,79,100,3001.4766,0.086788,8101.0
AZE,2008,80,100,3057.0652,0.086788,8101.0
AZE,2008,81,100,3115.485,0.086788,8101.0
AZE,2008,82,100,3194.3496,0.086788,8101.0
AZE,2008,83,100,3267.7637,0.086788,8101.0
AZE,2008,84,100,3350.2402,0.086788,8101.0
AZE,2008,85,100,3431.7202,0.086788,8101.0
AZE,2008,86,100,3505.6975,0.086788,8101.0
AZE,2008,87,100,3596.651,0.086788,8101.0
AZE,2008,88,100,3697.7544,0.086788,8101.0
AZE,2008,89,100,3821.3423,0.086788,8101.0
AZE,2008,90,100,3960.8171,0.086788,8101.0
AZE,2008,91,100,4126.0790000000015,0.086788,8101.0
AZE,2008,92,100,4296.9224,0.086788,8101.0
AZE,2008,93,100,4450.0737,0.086788,8101.0
AZE,2008,94,100,4641.4956,0.086788,8101.0
AZE,2008,95,100,4917.4424,0.086788,8101.0
AZE,2008,96,100,5283.547,0.086788,8101.0
AZE,2008,97,100,5802.638000000001,0.086788,8101.0
AZE,2008,98,100,6366.059,0.086788,8101.0
AZE,2008,99,100,7459.7114,0.086788,8101.0
AZE,2008,100,100,12023.727,0.086788,8101.0
BEL,2008,1,100,2421.9417,0.1062999964,33561.0
BEL,2008,2,100,3812.5588,0.1062999964,33561.0
BEL,2008,3,100,4534.754,0.1062999964,33561.0
BEL,2008,4,100,5019.002,0.1062999964,33561.0
BEL,2008,5,100,5442.7627,0.1062999964,33561.0
BEL,2008,6,100,5789.4575,0.1062999964,33561.0
BEL,2008,7,100,5932.276999999999,0.1062999964,33561.0
BEL,2008,8,100,6155.182,0.1062999964,33561.0
BEL,2008,9,100,6464.0415,0.1062999964,33561.0
BEL,2008,10,100,6722.951999999998,0.1062999964,33561.0
